id,prompt,cluster,NID
dcea7e67bc3d854fc36ed899659e786a,The lawyers recommended the professor .,9,0.5972578379177758
fc03e02d8114fd9715dd33aff6d2e290,The student believed the presidents .,9,0.5940168414590704
352b9cf56bb4337c80940d2842226a80,The tourist believed the scientists .,9,0.6038961729404818
0421791e34c246911ece4b8eb9adc655,The doctors supported the author .,9,0.5785298239773415
1bd02bd84d3bee94a34a93bfee13fc99,The doctor encouraged the author .,9,0.6120177747538429
23316946cb1aeb4466d2429f3ed45e9a,The managers encouraged the secretaries .,9,0.5859891674060929
2f0ce05beee7e257982d56ccf1a59ab1,The lawyers advised the tourist .,9,0.6040704174567084
f8b1dfb51d5e8acf6eb37da01b01de2b,The presidents stopped the student .,9,0.5924414260835178
fb7b9e4a965f98161717738416a229f9,The judges avoided the secretary .,9,0.5906237078578218
c449e14f4a15db747b0502229cc68ad1,The author recognized the artist .,2,0.6095318241786704
5118cf10417eb246f320fc212d8f0102,The artist mentioned the manager .,9,0.5849447897381423
58f9baad4504408c12f690984fd26618,The students thanked the managers .,5,0.5683951647495828
88cd4903b965ccc998cf0e5eaf2b9dbf,The secretary admired the presidents .,3,0.5839003253475303
30d4e070524e9e446f2cafffcd369e0e,The artist introduced the judges .,9,0.5751772688360041
a7ca700315d557be781b3a82e2d233ff,The secretaries recommended the judges .,9,0.5875441437444543
d005eb8c1bab9e7a2aa2e0606a1e1024,The manager avoided the bankers .,9,0.5907201466891243
e82bf701651bbb7582126376275132a0,The secretaries helped the judge .,9,0.587678189243633
8546a701c0aaabf226fc3e3c4035c660,The author introduced the secretary .,9,0.5821280921459493
a0c2b9cb23702bc26af07d884fa2acaa,The judge contacted the doctors .,8,0.5738225387954926
764b63b6594aa3fc3f2e079e09a8832a,The judge believed the actors .,8,0.5776164864459716
9ecf9acd57df4d6931a5c5115f47139d,The tourists recognized the senators .,9,0.5774680567879326
